date,borough,hour,count
2024-01-20,Brooklyn,8,2
2024-01-20,Brooklyn,9,11
2024-01-20,Brooklyn,10,8
2024-01-20,Brooklyn,11,11
2024-01-20,Brooklyn,12,11
2024-01-20,Brooklyn,13,15
2024-01-20,Brooklyn,14,14
2024-01-20,Brooklyn,15,14
2024-01-20,Brooklyn,16,21
2024-01-20,Brooklyn,17,26
2024-01-20,Brooklyn,18,23
2024-01-20,Brooklyn,19,27
2024-01-20,Brooklyn,20,15
2024-01-20,Brooklyn,21,19
2024-01-20,Brooklyn,22,16
2024-01-20,Brooklyn,23,17
2024-01-20,Manhattan,0,9
2024-01-20,Manhattan,1,6
2024-01-20,Manhattan,2,5
2024-01-20,Manhattan,3,5
2024-01-20,Manhattan,4,5
2024-01-20,Manhattan,6,10
2024-01-20,Manhattan,7,23
2024-01-20,Manhattan,8,33
2024-01-20,Manhattan,9,38
2024-01-20,Manhattan,10,40
2024-01-20,Manhattan,11,50
2024-01-20,Manhattan,12,53
2024-01-20,Manhattan,13,57
2024-01-20,Manhattan,14,52
2024-01-20,Manhattan,15,68
2024-01-20,Manhattan,16,52
2024-01-20,Manhattan,17,57
2024-01-20,Manhattan,18,68
2024-01-20,Manhattan,19,47
2024-01-20,Manhattan,20,39
2024-01-20,Manhattan,21,28
2024-01-20,Manhattan,22,15
2024-01-20,Manhattan,23,23
2024-01-20,Queens,0,18
2024-01-20,Queens,1,13
2024-01-20,Queens,2,7
2024-01-20,Queens,3,13
2024-01-20,Queens,4,10
2024-01-20,Queens,5,6
2024-01-20,Queens,6,4
2024-01-20,Queens,7,12
2024-01-20,Queens,8,15
2024-01-20,Queens,9,29
2024-01-20,Queens,10,26
2024-01-20,Queens,11,28
2024-01-20,Queens,12,22
2024-01-20,Queens,13,28
2024-01-20,Queens,14,45
2024-01-20,Queens,15,41
2024-01-20,Queens,16,35
2024-01-20,Queens,17,30
2024-01-20,Queens,18,31
2024-01-20,Queens,19,37
2024-01-20,Queens,20,24
2024-01-20,Queens,21,29
2024-01-20,Queens,22,34
2024-01-20,Queens,23,38
2024-01-20,Unknown,7,2
2024-01-20,Unknown,10,1
2024-01-20,Unknown,13,1
2024-01-20,Unknown,20,1
2024-01-20,Unknown,22,1
2024-01-21,Bronx,0,1
2024-01-21,Bronx,3,1
2024-01-21,Bronx,4,2
2024-01-21,Bronx,7,1
2024-01-21,Bronx,8,1
2024-01-21,Bronx,9,1
2024-01-21,Bronx,11,1
2024-01-21,Bronx,12,1
2024-01-21,Bronx,15,1
2024-01-21,Bronx,17,1
2024-01-21,Bronx,19,1
2024-01-21,Bronx,22,1
2024-01-21,Bronx,23,1
2024-01-21,Brooklyn,0,14
2024-01-21,Brooklyn,1,13
2024-01-21,Brooklyn,2,10
2024-01-21,Brooklyn,3,6
2024-01-21,Brooklyn,4,5
2024-01-21,Brooklyn,5,2
2024-01-21,Brooklyn,6,1
2024-01-21,Brooklyn,7,2
2024-01-21,Brooklyn,8,4
2024-01-21,Brooklyn,9,5
2024-01-21,Brooklyn,10,8
2024-01-21,Brooklyn,11,6
2024-01-21,Brooklyn,12,13
2024-01-21,Brooklyn,13,11
2024-01-21,Brooklyn,14,15
2024-01-21,Brooklyn,15,18
2024-01-21,Brooklyn,16,16
2024-01-21,Brooklyn,17,19
2024-01-21,Brooklyn,18,21
2024-01-21,Brooklyn,19,11
2024-01-21,Brooklyn,20,9
2024-01-21,Brooklyn,21,10
2024-01-21,Brooklyn,22,2
2024-01-21,Brooklyn,23,5
2024-01-21,EWR,12,1
2024-01-21,Manhattan,0,5
2024-01-21,Manhattan,1,5
2024-01-21,Manhattan,2,3
2024-01-21,Manhattan,3,1
2024-01-21,Manhattan,4,1
2024-01-21,Manhattan,5,2
2024-01-21,Manhattan,6,3
2024-01-21,Manhattan,7,8
2024-01-21,Manhattan,8,16
2024-01-21,Manhattan,9,20
2024-01-21,Manhattan,10,40
2024-01-21,Manhattan,11,49
2024-01-21,Manhattan,12,40
2024-01-21,Manhattan,13,52
2024-01-21,Manhattan,14,48
2024-01-21,Manhattan,15,53
2024-01-21,Manhattan,16,56
2024-01-21,Manhattan,17,58
2024-01-21,Manhattan,18,63
2024-01-21,Manhattan,19,43
2024-01-21,Manhattan,20,41
2024-01-21,Manhattan,21,36
2024-01-21,Manhattan,22,16
2024-01-21,Manhattan,23,14
2024-01-21,Queens,0,37
2024-01-21,Queens,1,46
2024-01-21,Queens,2,45
2024-01-21,Queens,3,37
2024-01-21,Queens,4,26
2024-01-21,Queens,5,9
2024-01-21,Queens,6,7
2024-01-21,Queens,7,2
2024-01-21,Queens,8,10
2024-01-21,Queens,9,9
2024-01-21,Queens,10,9
2024-01-21,Queens,11,10
2024-01-21,Queens,12,13
2024-01-21,Queens,13,20
2024-01-21,Queens,14,16
2024-01-21,Queens,15,24
2024-01-21,Queens,16,25
2024-01-21,Queens,17,25
2024-01-21,Queens,18,30
2024-01-21,Queens,19,25
2024-01-21,Queens,20,18
2024-01-21,Queens,21,17
2024-01-21,Queens,22,10
2024-01-21,Queens,23,12
2024-01-21,Unknown,3,2
2024-01-21,Unknown,5,1
2024-01-21,Unknown,12,1
2024-01-21,Unknown,17,1
2024-01-21,Unknown,22,1
2024-01-22,Bronx,0,2
2024-01-22,Bronx,3,1
2024-01-22,Bronx,4,1
2024-01-22,Bronx,5,2
2024-01-22,Bronx,7,3
2024-01-22,Bronx,8,4
2024-01-22,Bronx,9,4
2024-01-22,Bronx,10,4
2024-01-22,Bronx,11,2
2024-01-22,Bronx,12,1
2024-01-22,Bronx,13,6
2024-01-22,Bronx,14,1
2024-01-22,Bronx,15,1
2024-01-22,Bronx,16,1
2024-01-22,Bronx,20,1
2024-01-22,Bronx,23,1
2024-01-22,Brooklyn,0,4
2024-01-22,Brooklyn,1,1
2024-01-22,Brooklyn,2,3
2024-01-22,Brooklyn,5,1
2024-01-22,Brooklyn,6,3
2024-01-22,Brooklyn,7,6
2024-01-22,Brooklyn,8,7
2024-01-22,Brooklyn,9,12
2024-01-22,Brooklyn,10,14
2024-01-22,Brooklyn,11,15
2024-01-22,Brooklyn,12,12
2024-01-22,Brooklyn,13,8
2024-01-22,Brooklyn,14,14
2024-01-22,Brooklyn,15,16
2024-01-22,Brooklyn,16,15
2024-01-22,Brooklyn,17,15
2024-01-22,Brooklyn,18,19
2024-01-22,Brooklyn,19,23
2024-01-22,Brooklyn,20,10
2024-01-22,Brooklyn,21,9
2024-01-22,Brooklyn,22,9
2024-01-22,Brooklyn,23,3
2024-01-22,Manhattan,0,5
2024-01-22,Manhattan,1,2
2024-01-22,Manhattan,2,3
2024-01-22,Manhattan,3,1
2024-01-22,Manhattan,5,6
2024-01-22,Manhattan,6,26
2024-01-22,Manhattan,7,77
2024-01-22,Manhattan,8,85
2024-01-22,Manhattan,9,80
2024-01-22,Manhattan,10,69
2024-01-22,Manhattan,11,55
2024-01-22,Manhattan,12,76
2024-01-22,Manhattan,13,57
2024-01-22,Manhattan,14,79
2024-01-22,Manhattan,15,93
2024-01-22,Manhattan,16,87
2024-01-22,Manhattan,17,108
2024-01-22,Manhattan,18,94
2024-01-22,Manhattan,19,70
2024-01-22,Manhattan,20,44
2024-01-22,Manhattan,21,22
2024-01-22,Manhattan,22,13
2024-01-22,Manhattan,23,11
2024-01-22,Queens,0,12
2024-01-22,Queens,1,9
2024-01-22,Queens,2,4
2024-01-22,Queens,3,5
2024-01-22,Queens,4,7
2024-01-22,Queens,5,2
2024-01-22,Queens,6,8
2024-01-22,Queens,7,13
2024-01-22,Queens,8,17
2024-01-22,Queens,9,35
2024-01-22,Queens,10,28
2024-01-22,Queens,11,18
2024-01-22,Queens,12,20
2024-01-22,Queens,13,26
2024-01-22,Queens,14,18
2024-01-22,Queens,15,23
2024-01-22,Queens,16,24
2024-01-22,Queens,17,35
2024-01-22,Queens,18,37
2024-01-22,Queens,19,30
2024-01-22,Queens,20,28
2024-01-22,Queens,21,24
2024-01-22,Queens,22,15
2024-01-22,Queens,23,13
2024-01-22,Unknown,13,1
2024-01-22,Unknown,15,1
2024-01-22,Unknown,20,2
2024-01-23,Bronx,5,1
2024-01-23,Bronx,6,1
2024-01-23,Bronx,8,1
2024-01-23,Bronx,9,2
2024-01-23,Bronx,10,7
2024-01-23,Bronx,11,3
2024-01-23,Bronx,12,5
2024-01-23,Bronx,13,4
2024-01-23,Bronx,14,2
2024-01-23,Bronx,15,4
2024-01-23,Bronx,16,1
2024-01-23,Bronx,18,1
2024-01-23,Bronx,23,1
2024-01-23,Brooklyn,0,4
2024-01-23,Brooklyn,1,3
2024-01-23,Brooklyn,5,1
2024-01-23,Brooklyn,6,2
2024-01-23,Brooklyn,7,7
2024-01-23,Brooklyn,8,13
2024-01-23,Brooklyn,9,13
2024-01-23,Brooklyn,10,10
2024-01-23,Brooklyn,11,14
2024-01-23,Brooklyn,12,15
2024-01-23,Brooklyn,13,15
2024-01-23,Brooklyn,14,15
2024-01-23,Brooklyn,15,9
2024-01-23,Brooklyn,16,15
2024-01-23,Brooklyn,17,14
2024-01-23,Brooklyn,18,15
2024-01-23,Brooklyn,19,12
2024-01-23,Brooklyn,20,14
2024-01-23,Brooklyn,21,11
2024-01-23,Brooklyn,22,10
2024-01-23,Brooklyn,23,4
2024-01-23,Manhattan,0,3
2024-01-23,Manhattan,1,1
2024-01-23,Manhattan,2,1
2024-01-23,Manhattan,5,3
2024-01-23,Manhattan,6,23
2024-01-23,Manhattan,7,69
2024-01-23,Manhattan,8,61
2024-01-23,Manhattan,9,82
2024-01-23,Manhattan,10,77
2024-01-23,Manhattan,11,86
2024-01-23,Manhattan,12,63
2024-01-23,Manhattan,13,79
2024-01-23,Manhattan,14,78
2024-01-23,Manhattan,15,105
2024-01-23,Manhattan,16,85
2024-01-23,Manhattan,17,87
2024-01-23,Manhattan,18,84
2024-01-23,Manhattan,19,64
2024-01-23,Manhattan,20,46
2024-01-23,Manhattan,21,27
2024-01-23,Manhattan,22,14
2024-01-23,Manhattan,23,10
2024-01-23,Queens,0,10
2024-01-23,Queens,1,11
2024-01-23,Queens,2,3
2024-01-23,Queens,3,1
2024-01-23,Queens,4,3
2024-01-23,Queens,5,2
2024-01-23,Queens,6,4
2024-01-23,Queens,7,17
2024-01-23,Queens,8,18
2024-01-23,Queens,9,26
2024-01-23,Queens,10,21
2024-01-23,Queens,11,27
2024-01-23,Queens,12,46
2024-01-23,Queens,13,26
2024-01-23,Queens,14,26
2024-01-23,Queens,15,27
2024-01-23,Queens,16,39
2024-01-23,Queens,17,36
2024-01-23,Queens,18,49
2024-01-23,Queens,19,36
2024-01-23,Queens,20,29
2024-01-23,Queens,21,18
2024-01-23,Queens,22,14
2024-01-23,Queens,23,12
2024-01-23,Unknown,11,2
2024-01-23,Unknown,13,2
2024-01-23,Unknown,14,1
2024-01-24,Bronx,5,1
2024-01-24,Bronx,8,1
2024-01-24,Bronx,9,5
2024-01-24,Bronx,10,1
2024-01-24,Bronx,11,2
2024-01-24,Bronx,12,4
2024-01-24,Bronx,13,3
2024-01-24,Bronx,14,2
2024-01-24,Bronx,15,2
2024-01-24,Bronx,16,1
2024-01-24,Bronx,17,1
2024-01-24,Bronx,18,2
2024-01-24,Bronx,22,1
2024-01-24,Brooklyn,0,8
2024-01-24,Brooklyn,1,4
2024-01-24,Brooklyn,4,2
2024-01-24,Brooklyn,5,2
2024-01-24,Brooklyn,6,1
2024-01-24,Brooklyn,7,11
2024-01-24,Brooklyn,8,10
2024-01-24,Brooklyn,9,9
2024-01-24,Brooklyn,10,7
2024-01-24,Brooklyn,11,8
2024-01-24,Brooklyn,12,14
2024-01-24,Brooklyn,13,14
2024-01-24,Brooklyn,14,17
2024-01-24,Brooklyn,15,13
2024-01-24,Brooklyn,16,14
2024-01-24,Brooklyn,17,20
2024-01-24,Brooklyn,18,24
2024-01-24,Brooklyn,19,17
2024-01-24,Brooklyn,20,14
2024-01-24,Brooklyn,21,16
2024-01-24,Brooklyn,22,12
2024-01-24,Brooklyn,23,5
2024-01-24,Manhattan,0,5
2024-01-24,Manhattan,1,5
2024-01-24,Manhattan,2,3
2024-01-24,Manhattan,4,4
2024-01-24,Manhattan,5,5
2024-01-24,Manhattan,6,22
2024-01-24,Manhattan,7,75
2024-01-24,Manhattan,8,78
2024-01-24,Manhattan,9,79
2024-01-24,Manhattan,10,74
2024-01-24,Manhattan,11,95
2024-01-24,Manhattan,12,69
2024-01-24,Manhattan,13,73
2024-01-24,Manhattan,14,72
2024-01-24,Manhattan,15,83
2024-01-24,Manhattan,16,96
2024-01-24,Manhattan,17,108
2024-01-24,Manhattan,18,107
2024-01-24,Manhattan,19,78
2024-01-24,Manhattan,20,37
2024-01-24,Manhattan,21,29
2024-01-24,Manhattan,22,26
2024-01-24,Manhattan,23,10
2024-01-24,Queens,0,11
2024-01-24,Queens,1,10
2024-01-24,Queens,2,5
2024-01-24,Queens,3,19
2024-01-24,Queens,4,9
2024-01-24,Queens,6,2
2024-01-24,Queens,7,12
2024-01-24,Queens,8,31
2024-01-24,Queens,9,23
2024-01-24,Queens,10,24
2024-01-24,Queens,11,21
2024-01-24,Queens,12,28
2024-01-24,Queens,13,22
2024-01-24,Queens,14,34
2024-01-24,Queens,15,42
2024-01-24,Queens,16,43
2024-01-24,Queens,17,51
2024-01-24,Queens,18,39
2024-01-24,Queens,19,31
2024-01-24,Queens,20,17
2024-01-24,Queens,21,23
2024-01-24,Queens,22,9
2024-01-24,Queens,23,10
2024-01-24,Staten Island,0,1
2024-01-24,Unknown,17,2
2024-01-24,Unknown,20,3
2024-01-24,Unknown,21,1
2024-01-24,Unknown,22,1
2024-01-24,Unknown,23,1
2024-01-25,Bronx,0,2
2024-01-25,Bronx,5,2
2024-01-25,Bronx,6,2
2024-01-25,Bronx,7,1
2024-01-25,Bronx,8,1
2024-01-25,Bronx,9,5
2024-01-25,Bronx,10,4
2024-01-25,Bronx,11,1
2024-01-25,Bronx,12,2
2024-01-25,Bronx,13,3
2024-01-25,Bronx,14,2
2024-01-25,Bronx,16,1
2024-01-25,Bronx,18,2
2024-01-25,Bronx,19,2
2024-01-25,Bronx,20,2
2024-01-25,Bronx,21,1
2024-01-25,Bronx,22,1
2024-01-25,Bronx,23,3
2024-01-25,Brooklyn,0,6
2024-01-25,Brooklyn,1,5
2024-01-25,Brooklyn,2,1
2024-01-25,Brooklyn,3,1
2024-01-25,Brooklyn,5,2
2024-01-25,Brooklyn,6,2
2024-01-25,Brooklyn,7,5
2024-01-25,Brooklyn,8,7
2024-01-25,Brooklyn,9,14
2024-01-25,Brooklyn,10,13
2024-01-25,Brooklyn,11,10
2024-01-25,Brooklyn,12,13
2024-01-25,Brooklyn,13,7
2024-01-25,Brooklyn,14,22
2024-01-25,Brooklyn,15,14
2024-01-25,Brooklyn,16,17
2024-01-25,Brooklyn,17,17
2024-01-25,Brooklyn,18,20
2024-01-25,Brooklyn,19,13
2024-01-25,Brooklyn,20,14
2024-01-25,Brooklyn,21,15
2024-01-25,Brooklyn,22,20
2024-01-25,Brooklyn,23,19
2024-01-25,EWR,18,1
2024-01-25,Manhattan,0,6
2024-01-25,Manhattan,1,6
2024-01-25,Manhattan,2,2
2024-01-25,Manhattan,4,1
2024-01-25,Manhattan,5,9
2024-01-25,Manhattan,6,18
2024-01-25,Manhattan,7,83
2024-01-25,Manhattan,8,94
2024-01-25,Manhattan,9,90
2024-01-25,Manhattan,10,73
2024-01-25,Manhattan,11,68
2024-01-25,Manhattan,12,72
2024-01-25,Manhattan,13,84
2024-01-25,Manhattan,14,69
2024-01-25,Manhattan,15,104
2024-01-25,Manhattan,16,98
2024-01-25,Manhattan,17,100
2024-01-25,Manhattan,18,94
2024-01-25,Manhattan,19,61
2024-01-25,Manhattan,20,57
2024-01-25,Manhattan,21,30
2024-01-25,Manhattan,22,31
2024-01-25,Manhattan,23,14
2024-01-25,Queens,0,12
2024-01-25,Queens,1,6
2024-01-25,Queens,2,4
2024-01-25,Queens,3,1
2024-01-25,Queens,4,4
2024-01-25,Queens,5,5
2024-01-25,Queens,6,5
2024-01-25,Queens,7,11
2024-01-25,Queens,8,19
2024-01-25,Queens,9,31
2024-01-25,Queens,10,17
2024-01-25,Queens,11,20
2024-01-25,Queens,12,30
2024-01-25,Queens,13,25
2024-01-25,Queens,14,30
2024-01-25,Queens,15,30
2024-01-25,Queens,16,42
2024-01-25,Queens,17,47
2024-01-25,Queens,18,51
2024-01-25,Queens,19,33
2024-01-25,Queens,20,32
2024-01-25,Queens,21,15
2024-01-25,Queens,22,17
2024-01-25,Queens,23,24
2024-01-25,Unknown,13,1
2024-01-25,Unknown,15,1
2024-01-25,Unknown,18,1
2024-01-25,Unknown,20,1
2024-01-26,Bronx,0,1
2024-01-26,Bronx,1,1
2024-01-26,Bronx,4,2
2024-01-26,Bronx,5,3
2024-01-26,Bronx,6,1
2024-01-26,Bronx,7,1
2024-01-26,Bronx,8,2
2024-01-26,Bronx,9,7
2024-01-26,Bronx,10,6
2024-01-26,Bronx,11,4
2024-01-26,Bronx,12,3
2024-01-26,Bronx,13,1
2024-01-26,Bronx,14,2
2024-01-26,Bronx,15,2
2024-01-26,Bronx,16,2
2024-01-26,Bronx,17,3
2024-01-26,Bronx,18,3
2024-01-26,Bronx,20,1
2024-01-26,Bronx,21,2
2024-01-26,Bronx,22,1
2024-01-26,Bronx,23,1
2024-01-26,Brooklyn,0,11
2024-01-26,Brooklyn,1,6
2024-01-26,Brooklyn,2,4
2024-01-26,Brooklyn,4,2
2024-01-26,Brooklyn,6,2
2024-01-26,Brooklyn,7,10
2024-01-26,Brooklyn,8,13
2024-01-26,Brooklyn,9,14
2024-01-26,Brooklyn,10,14
2024-01-26,Brooklyn,11,12
2024-01-26,Brooklyn,12,7
2024-01-26,Brooklyn,13,12
2024-01-26,Brooklyn,14,13
2024-01-26,Brooklyn,15,13
2024-01-26,Brooklyn,16,17
2024-01-26,Brooklyn,17,17
2024-01-26,Brooklyn,18,22
2024-01-26,Brooklyn,19,18
2024-01-26,Brooklyn,20,16
2024-01-26,Brooklyn,21,9
2024-01-26,Brooklyn,22,9
2024-01-26,Brooklyn,23,11
2024-01-26,Manhattan,0,8
2024-01-26,Manhattan,1,4
2024-01-26,Manhattan,2,2
2024-01-26,Manhattan,3,2
2024-01-26,Manhattan,4,3
2024-01-26,Manhattan,5,4
2024-01-26,Manhattan,6,25
2024-01-26,Manhattan,7,76
2024-01-26,Manhattan,8,69
2024-01-26,Manhattan,9,81
2024-01-26,Manhattan,10,65
2024-01-26,Manhattan,11,60
2024-01-26,Manhattan,12,60
2024-01-26,Manhattan,13,65
2024-01-26,Manhattan,14,87
2024-01-26,Manhattan,15,82
2024-01-26,Manhattan,16,104
2024-01-26,Manhattan,17,105
2024-01-26,Manhattan,18,91
2024-01-26,Manhattan,19,77
2024-01-26,Manhattan,20,48
2024-01-26,Manhattan,21,28
2024-01-26,Manhattan,22,26
2024-01-26,Manhattan,23,27
2024-01-26,Queens,0,16
2024-01-26,Queens,1,6
2024-01-26,Queens,2,7
2024-01-26,Queens,3,3
2024-01-26,Queens,4,5
2024-01-26,Queens,5,3
2024-01-26,Queens,6,7
2024-01-26,Queens,7,11
2024-01-26,Queens,8,14
2024-01-26,Queens,9,23
2024-01-26,Queens,10,28
2024-01-26,Queens,11,11
2024-01-26,Queens,12,19
2024-01-26,Queens,13,28
2024-01-26,Queens,14,28
2024-01-26,Queens,15,41
2024-01-26,Queens,16,40
2024-01-26,Queens,17,44
2024-01-26,Queens,18,48
2024-01-26,Queens,19,38
2024-01-26,Queens,20,40
2024-01-26,Queens,21,20
2024-01-26,Queens,22,24
2024-01-26,Queens,23,20
2024-01-26,Staten Island,17,1
2024-01-26,Unknown,6,1
2024-01-26,Unknown,9,1
2024-01-26,Unknown,10,1
2024-01-26,Unknown,11,1
2024-01-26,Unknown,13,1
2024-01-26,Unknown,16,1
2024-01-26,Unknown,17,1
2024-01-27,Bronx,3,2
2024-01-27,Bronx,6,1
2024-01-27,Bronx,9,2
2024-01-27,Bronx,10,1
2024-01-27,Bronx,12,1
2024-01-27,Bronx,13,1
2024-01-27,Bronx,14,1
2024-01-27,Bronx,15,2
2024-01-27,Bronx,16,2
2024-01-27,Bronx,17,2
2024-01-27,Bronx,18,2
2024-01-27,Bronx,19,1
2024-01-27,Bronx,20,1
2024-01-27,Bronx,22,2
2024-01-27,Bronx,23,1
2024-01-27,Brooklyn,0,11
2024-01-27,Brooklyn,1,13
2024-01-27,Brooklyn,2,18
2024-01-27,Brooklyn,3,14
2024-01-27,Brooklyn,4,11
2024-01-27,Brooklyn,5,1
2024-01-27,Brooklyn,6,1
2024-01-27,Brooklyn,7,1
2024-01-27,Brooklyn,8,2
2024-01-27,Brooklyn,9,6
2024-01-27,Brooklyn,10,10
2024-01-27,Brooklyn,11,10
2024-01-27,Brooklyn,12,18
2024-01-27,Brooklyn,13,17
2024-01-27,Brooklyn,14,20
2024-01-27,Brooklyn,15,16
2024-01-27,Brooklyn,16,24
2024-01-27,Brooklyn,17,16
2024-01-27,Brooklyn,18,20
2024-01-27,Brooklyn,19,22
2024-01-27,Brooklyn,20,17
2024-01-27,Brooklyn,21,19
2024-01-27,Brooklyn,22,13
2024-01-27,Brooklyn,23,21
2024-01-27,Manhattan,0,9
2024-01-27,Manhattan,1,6
2024-01-27,Manhattan,2,5
2024-01-27,Manhattan,3,2
2024-01-27,Manhattan,4,1
2024-01-27,Manhattan,5,1
2024-01-27,Manhattan,6,10
2024-01-27,Manhattan,7,19
2024-01-27,Manhattan,8,20
2024-01-27,Manhattan,9,36
2024-01-27,Manhattan,10,37
2024-01-27,Manhattan,11,55
2024-01-27,Manhattan,12,52
2024-01-27,Manhattan,13,57
2024-01-27,Manhattan,14,54
2024-01-27,Manhattan,15,55
2024-01-27,Manhattan,16,81
2024-01-27,Manhattan,17,51
2024-01-27,Manhattan,18,56
2024-01-27,Manhattan,19,56
2024-01-27,Manhattan,20,34
2024-01-27,Manhattan,21,38
2024-01-27,Manhattan,22,28
2024-01-27,Manhattan,23,22
2024-01-27,Queens,0,27
2024-01-27,Queens,1,19
2024-01-27,Queens,2,11
2024-01-27,Queens,3,19
2024-01-27,Queens,4,6
2024-01-27,Queens,5,5
2024-01-27,Queens,6,5
2024-01-27,Queens,7,9
2024-01-27,Queens,8,5
2024-01-27,Queens,9,19
2024-01-27,Queens,10,25
2024-01-27,Queens,11,25
2024-01-27,Queens,12,22
2024-01-27,Queens,13,32
2024-01-27,Queens,14,24
2024-01-27,Queens,15,25
2024-01-27,Queens,16,21
2024-01-27,Queens,17,27
2024-01-27,Queens,18,26
2024-01-27,Queens,19,30
2024-01-27,Queens,20,23
2024-01-27,Queens,21,12
2024-01-27,Queens,22,20
2024-01-27,Queens,23,15
2024-01-27,Unknown,12,1
2024-01-27,Unknown,19,2
2024-01-28,Bronx,1,2
2024-01-28,Bronx,3,2
2024-01-28,Bronx,4,1
2024-01-28,Bronx,5,1
2024-01-28,Bronx,8,1
2024-01-28,Bronx,9,2
2024-01-28,Bronx,14,1
2024-01-28,Bronx,15,2
2024-01-28,Bronx,18,1
2024-01-28,Bronx,21,2
2024-01-28,Bronx,22,1
2024-01-28,Brooklyn,0,11
2024-01-28,Brooklyn,1,17
2024-01-28,Brooklyn,2,16
2024-01-28,Brooklyn,3,15
2024-01-28,Brooklyn,4,7
2024-01-28,Brooklyn,5,1
2024-01-28,Brooklyn,6,4
2024-01-28,Brooklyn,7,1
2024-01-28,Brooklyn,8,4
2024-01-28,Brooklyn,9,5
2024-01-28,Brooklyn,10,6
2024-01-28,Brooklyn,11,7
2024-01-28,Brooklyn,12,20
2024-01-28,Brooklyn,13,17
2024-01-28,Brooklyn,14,21
2024-01-28,Brooklyn,15,12
2024-01-28,Brooklyn,16,13
2024-01-28,Brooklyn,17,23
2024-01-28,Brooklyn,18,23
2024-01-28,Brooklyn,19,12
2024-01-28,Brooklyn,20,11
2024-01-28,Brooklyn,21,5
2024-01-28,Brooklyn,22,5
2024-01-28,Brooklyn,23,1
2024-01-28,Manhattan,0,13
2024-01-28,Manhattan,1,12
2024-01-28,Manhattan,2,3
2024-01-28,Manhattan,3,2
2024-01-28,Manhattan,4,1
2024-01-28,Manhattan,5,3
2024-01-28,Manhattan,6,6
2024-01-28,Manhattan,7,13
2024-01-28,Manhattan,8,13
2024-01-28,Manhattan,9,31
2024-01-28,Manhattan,10,49
2024-01-28,Manhattan,11,57
2024-01-28,Manhattan,12,45
2024-01-28,Manhattan,13,54
2024-01-28,Manhattan,14,68
2024-01-28,Manhattan,15,60
2024-01-28,Manhattan,16,50
2024-01-28,Manhattan,17,67
2024-01-28,Manhattan,18,49
2024-01-28,Manhattan,19,65
2024-01-28,Manhattan,20,38
2024-01-28,Manhattan,21,23
2024-01-28,Manhattan,22,28
2024-01-28,Manhattan,23,15
2024-01-28,Queens,0,20
2024-01-28,Queens,1,22
2024-01-28,Queens,2,22
2024-01-28,Queens,3,18
2024-01-28,Queens,4,14
2024-01-28,Queens,5,6
2024-01-28,Queens,6,10
2024-01-28,Queens,7,9
2024-01-28,Queens,8,5
2024-01-28,Queens,9,9
2024-01-28,Queens,10,9
2024-01-28,Queens,11,14
2024-01-28,Queens,12,12
2024-01-28,Queens,13,13
2024-01-28,Queens,14,20
2024-01-28,Queens,15,27
2024-01-28,Queens,16,20
2024-01-28,Queens,17,22
2024-01-28,Queens,18,23
2024-01-28,Queens,19,22
2024-01-28,Queens,20,19
2024-01-28,Queens,21,20
2024-01-28,Queens,22,7
2024-01-28,Queens,23,10
2024-01-28,Unknown,0,1
2024-01-28,Unknown,1,1
2024-01-28,Unknown,21,1
2024-01-28,Unknown,23,1
2024-01-29,Bronx,4,2
2024-01-29,Bronx,6,2
2024-01-29,Bronx,8,4
2024-01-29,Bronx,9,5
2024-01-29,Bronx,10,6
2024-01-29,Bronx,11,2
2024-01-29,Bronx,12,5
2024-01-29,Bronx,13,6
2024-01-29,Bronx,14,4
2024-01-29,Bronx,15,1
2024-01-29,Bronx,16,3
2024-01-29,Bronx,17,1
2024-01-29,Bronx,18,1
2024-01-29,Bronx,19,2
2024-01-29,Bronx,21,2
2024-01-29,Bronx,23,1
2024-01-29,Brooklyn,1,4
2024-01-29,Brooklyn,4,2
2024-01-29,Brooklyn,5,1
2024-01-29,Brooklyn,6,2
2024-01-29,Brooklyn,7,1
2024-01-29,Brooklyn,8,6
2024-01-29,Brooklyn,9,12
2024-01-29,Brooklyn,10,13
2024-01-29,Brooklyn,11,17
2024-01-29,Brooklyn,12,10
2024-01-29,Brooklyn,13,11
2024-01-29,Brooklyn,14,17
2024-01-29,Brooklyn,15,16
2024-01-29,Brooklyn,16,20
2024-01-29,Brooklyn,17,21
2024-01-29,Brooklyn,18,13
2024-01-29,Brooklyn,19,17
2024-01-29,Brooklyn,20,12
2024-01-29,Brooklyn,21,17
2024-01-29,Brooklyn,22,9
2024-01-29,Brooklyn,23,10
2024-01-29,Manhattan,0,5
2024-01-29,Manhattan,1,7
2024-01-29,Manhattan,2,4
2024-01-29,Manhattan,3,3
2024-01-29,Manhattan,4,1
2024-01-29,Manhattan,5,2
2024-01-29,Manhattan,6,30
2024-01-29,Manhattan,7,64
2024-01-29,Manhattan,8,83
2024-01-29,Manhattan,9,100
2024-01-29,Manhattan,10,89
2024-01-29,Manhattan,11,74
2024-01-29,Manhattan,12,82
2024-01-29,Manhattan,13,76
2024-01-29,Manhattan,14,85
2024-01-29,Manhattan,15,87
2024-01-29,Manhattan,16,95
2024-01-29,Manhattan,17,119
2024-01-29,Manhattan,18,78
2024-01-29,Manhattan,19,76
2024-01-29,Manhattan,20,36
2024-01-29,Manhattan,21,37
2024-01-29,Manhattan,22,24
