collision_index,severe_or_fatal,fatal,number_of_casualties,vulnerable_casualties,number_of_vehicles,speed_limit,rural,darkness,adverse_weather,wet_or_icy,junction_present,weekend,road_type_label,light_label,weather_label,surface_label,area_label,longitude,latitude
2023201293074,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.018833,52.548474
2023201293083,0,0,1,1,1,30,0,1,0,0,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.934248,52.545734
2023201293132,1,0,2,0,2,30,0,0,0,1,1,1,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-1.876053,52.47482
2023201293141,0,0,1,0,2,30,0,1,1,1,1,0,Single carriageway,Darkness - lights lit,Snowing no high winds,Snow,Urban,-1.886236,52.459304
2023201293180,0,0,1,0,2,30,0,0,1,1,1,0,Dual carriageway,Daylight,Snowing no high winds,Snow,Urban,-1.869037,52.556827
2023201293270,0,0,1,0,1,30,0,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.892107,52.441896
2023201293426,0,0,3,0,2,30,0,1,0,1,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-1.822856,52.457581
2023201293442,0,0,1,0,2,30,0,0,1,1,0,0,Roundabout,Daylight,Raining no high winds,Wet or damp,Urban,-1.910968,52.558161
2023201293471,0,0,2,0,2,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.838524,52.515598
2023201293611,0,0,1,1,2,30,0,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-2.103433,52.590979
2023201293783,0,0,1,0,1,30,0,0,1,1,0,1,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.775994,52.499153
2023201293894,0,0,1,1,1,30,0,0,1,0,1,0,Single carriageway,Daylight,Other,Dry,Urban,-1.950006,52.472051
2023201293919,0,0,1,1,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.995761,52.463728
2023201293962,0,0,1,0,2,30,0,1,1,1,0,0,Single carriageway,Darkness - lights lit,Other,Frost or ice,Urban,-2.033019,52.470466
2023201294304,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.8305,52.532695
2023201294327,0,0,2,2,1,40,0,0,0,0,1,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.977377,52.552384
2023201294385,0,0,1,0,2,40,0,0,0,0,1,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.094336,52.547791
2023201295506,0,0,1,0,2,30,0,1,0,0,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.932944,52.472007
2023201295635,0,0,1,1,2,30,0,0,0,1,0,0,Single carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-1.970008,52.631394
2023201295664,0,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.847091,52.437217
2023201295667,0,0,1,0,2,30,0,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.000429,52.573692
2023201295672,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.84715,52.437406
2023201295679,0,0,1,1,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.006256,52.468061
2023201295689,0,0,1,0,2,30,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-2.003112,52.539981
2023201295719,0,0,2,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.93318,52.403269
2023201295759,0,0,1,1,2,40,0,0,0,1,1,0,Dual carriageway,Daylight,Fine no high winds,Wet or damp,Urban,-1.946047,52.544275
2023201295763,0,0,4,0,2,30,0,1,0,0,0,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.978935,52.500774
2023201295769,0,0,1,0,3,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.118908,52.478591
2023201295796,0,0,1,0,2,30,0,0,1,0,1,0,Single carriageway,Daylight,Other,Other,Urban,-2.00416,52.402641
2023201295851,0,0,1,0,2,30,0,1,0,0,0,0,Slip road,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.929106,52.542989
2023201295875,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.164955,52.598047
2023201295887,0,0,1,0,5,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.837359,52.479664
2023201296119,0,0,1,0,2,30,0,1,0,0,0,0,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.001535,52.569665
2023201296135,0,0,1,1,1,30,0,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.932944,52.481941
2023201296173,0,0,2,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.105863,52.606754
2023201296249,0,0,1,1,1,30,0,1,0,1,1,1,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-1.482179,52.429998
2023201296316,0,0,1,0,2,40,0,1,0,0,0,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.029315,52.500188
2023201296382,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.960666,52.486853
2023201296503,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.960323,52.459235
2023201296536,1,0,1,1,1,30,0,0,0,0,0,1,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.02264,52.553463
2023201296545,0,0,1,0,2,30,0,0,0,1,0,0,Slip road,Daylight,Fine no high winds,Wet or damp,Urban,-1.916073,52.495658
2023201296549,0,0,2,0,2,30,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.833213,52.419623
2023201296592,1,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.954714,52.619307
2023201296675,0,0,1,0,1,30,0,1,1,1,1,0,Single carriageway,Darkness - lighting unknown,Raining no high winds,Wet or damp,Urban,-1.94649,52.482892
2023201297281,0,0,1,0,2,30,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-1.874555,52.473407
2023201297285,1,0,4,0,1,50,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.487781,52.407268
2023201297327,0,0,1,0,2,30,0,0,0,1,1,0,Dual carriageway,Daylight,Fine no high winds,Frost or ice,Urban,-2.152176,52.561476
2023201297353,0,0,1,0,2,50,0,1,1,1,0,0,Dual carriageway,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,-2.069515,52.565033
2023201297365,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.071601,52.604497
2023201297716,0,0,1,0,1,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining + high winds,Wet or damp,Urban,-1.898805,52.48491
2023201297824,1,0,3,0,1,30,0,1,0,1,0,1,Roundabout,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-2.16409,52.579943
2023201297964,0,0,3,0,2,30,0,1,0,0,0,0,Slip road,Darkness - lighting unknown,Fine no high winds,Dry,Urban,-1.558711,52.404093
2023201298172,0,0,3,0,3,30,0,1,1,1,1,0,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.834126,52.454469
2023201298179,0,0,1,1,2,30,0,1,1,1,0,0,Roundabout,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.836526,52.422387
2023201298230,0,0,1,1,1,30,0,0,1,1,1,0,Dual carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-2.12294,52.567084
2023201298235,0,0,1,1,1,30,0,1,0,0,1,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.872184,52.458355
2023201298260,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.819732,52.487441
2023201298303,0,0,1,0,2,30,0,1,0,1,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-1.777569,52.481868
2023201298331,0,0,5,0,3,70,0,1,0,0,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.973226,52.515121
2023201298343,0,0,1,0,2,40,0,1,1,1,1,0,Single carriageway,Darkness - lights lit,Other,Wet or damp,Urban,-1.821477,52.485682
2023201298381,0,0,1,0,2,20,0,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.056831,52.533728
2023201298687,0,0,1,0,2,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-2.013785,52.58163
2023201298711,0,0,2,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.051878,52.5833
2023201298814,0,0,2,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.843637,52.540552
2023201298842,1,0,1,1,2,20,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.868257,52.477392
2023201298871,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.860638,52.540429
2023201299038,0,0,1,0,1,30,0,1,1,1,0,0,Dual carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.973906,52.511264
2023201299200,1,0,2,0,2,30,0,0,1,1,1,0,Dual carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.986886,52.514395
2023201299203,1,0,1,1,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.154975,52.59798
2023201299311,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.089399,52.564057
2023201299331,0,0,2,0,2,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-2.017755,52.509548
2023201299367,0,0,2,0,2,30,0,1,1,1,1,0,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.915926,52.502886
2023201299482,0,0,5,0,2,30,0,1,0,0,1,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.90765,52.417079
2023201300039,0,0,1,1,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.996094,52.528662
2023201300101,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.825665,52.536329
2023201300483,0,0,1,0,1,30,0,1,1,1,0,0,Single carriageway,Darkness - lights lit,Snowing no high winds,Snow,Urban,-2.118092,52.520063
2023201300491,0,0,1,0,2,40,0,1,1,1,1,0,Dual carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-2.041284,52.445363
2023201300555,0,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.908899,52.452977
2023201300582,0,0,2,0,2,30,0,1,0,0,0,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.137621,52.591205
2023201300616,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.11183,52.624701
2023201300708,0,0,2,0,2,30,0,1,0,0,1,1,Single carriageway,Darkness - lights lit,Unknown,Dry,Urban,-1.86146,52.503832
2023201301065,0,0,1,1,2,30,0,0,0,1,0,0,Roundabout,Daylight,Fine no high winds,Wet or damp,Urban,-1.938277,52.416775
2023201301095,1,0,7,0,3,70,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-1.970507,52.525899
2023201301140,0,0,1,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.939083,52.471938
2023201301152,0,0,1,1,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.124174,52.554919
2023201301181,0,0,1,0,3,50,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.870534,52.509219
2023201301184,0,0,2,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.083556,52.57102
2023201301402,1,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.92568,52.458365
2023201301417,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.039958,52.540684
2023201301468,1,0,1,1,1,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.165215,52.490663
2023201301503,1,0,1,1,1,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.999131,52.494591
2023201301565,1,0,1,0,2,40,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-2.015891,52.528625
2023201301601,1,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.096809,52.485615
2023201301639,0,0,1,0,1,30,0,1,0,0,0,0,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.937065,52.503789
2023201302716,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.886512,52.455115
2023201302876,0,0,1,0,1,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.918195,52.42347
2023201303413,1,1,3,0,1,40,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.879443,52.489486
2023201303428,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.48344,52.432844
2023201303460,0,0,1,1,1,30,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.000471,52.455232
2023201303944,0,0,1,0,2,30,0,1,0,0,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.83073,52.48049
2023201304187,0,0,1,1,2,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.994495,52.591771
2023201304231,1,0,1,1,1,30,0,1,1,1,0,1,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.731673,52.481575
2023201304251,1,0,1,0,1,30,0,1,0,0,0,0,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.009224,52.440228
2023201304273,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.988146,52.486292
2023201304307,0,0,2,0,3,30,0,0,0,0,1,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.823819,52.492824
2023201304339,0,0,2,0,3,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.910131,52.505992
2023201305118,1,0,1,0,1,30,1,1,0,0,0,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Rural,-1.938069,52.575807
2023201305247,1,0,1,0,3,40,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.101735,52.501586
2023201305250,0,0,2,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.932316,52.468986
2023201305390,0,0,1,0,2,40,0,1,1,1,1,0,Slip road,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-2.063347,52.513299
2023201305549,0,0,1,0,2,30,0,1,0,0,1,0,Single carriageway,Darkness - lighting unknown,Fine no high winds,Dry,Urban,-1.910464,52.494296
2023201305572,1,0,1,0,2,30,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.894326,52.485985
2023201305609,0,0,2,0,2,40,0,0,1,1,1,0,Slip road,Daylight,Raining no high winds,Wet or damp,Urban,-1.811036,52.461582
2023201305654,0,0,4,0,5,40,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.910109,52.639796
2023201305761,1,0,1,1,1,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.890891,52.481442
2023201305807,0,0,1,1,1,30,0,1,1,1,1,0,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.994862,52.608159
2023201305840,1,0,1,0,3,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.931365,52.446286
2023201306210,1,0,1,0,1,40,0,0,0,0,0,1,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.859286,52.464993
2023201306510,0,0,1,1,1,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.847264,52.519125
2023201306537,0,0,1,0,2,30,0,0,0,0,1,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.837182,52.515866
2023201306561,0,0,1,0,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.915753,52.593827
2023201306584,0,0,1,1,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.937465,52.419175
2023201306610,1,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.011486,52.537984
2023201306642,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.926089,52.51324
2023201306959,0,0,1,0,2,50,0,0,0,0,0,1,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.88827,52.493288
2023201307348,1,0,3,0,2,30,0,1,0,0,0,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.921167,52.472188
2023201307416,1,0,1,1,2,30,1,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-1.929132,52.609559
2023201307484,0,0,2,0,2,30,0,1,0,0,1,0,Single carriageway,Darkness - no lighting,Fine no high winds,Dry,Urban,-2.127056,52.597564
2023201307852,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.883155,52.483628
2023201308163,0,0,1,1,1,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.829664,52.470654
2023201308202,1,0,1,1,1,30,0,1,0,0,0,1,Single carriageway,Darkness - lights unlit,Fine no high winds,Dry,Urban,-1.885494,52.473202
2023201308253,0,0,2,0,3,60,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-2.006596,52.567741
2023201308318,0,0,1,0,3,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.827564,52.495598
2023201308358,0,0,1,0,2,30,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.98624,52.60201
2023201308385,0,0,1,0,3,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.11727,52.454895
2023201308394,0,0,3,0,2,30,0,1,0,0,1,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.987292,52.588417
2023201308832,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.835141,52.494116
2023201309098,1,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.04674,52.609687
2023201309145,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.821223,52.442943
2023201309166,0,0,2,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.903554,52.508477
2023201309992,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.909582,52.558268
2023201310069,1,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.911748,52.470806
2023201310324,0,0,1,0,2,30,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-1.972963,52.511246
2023201310337,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.786208,52.567845
2023201310461,1,0,1,0,3,30,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.828189,52.47138
2023201310465,0,0,2,0,4,30,0,0,1,1,0,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.743103,52.503779
2023201310489,0,0,2,0,2,40,1,1,0,0,0,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Rural,-1.808746,52.511266
2023201310923,0,0,1,1,1,20,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.037251,52.617116
2023201311007,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.887673,52.548486
2023201311244,0,0,1,0,2,40,0,1,0,0,1,1,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.831285,52.504773
2023201311288,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.97586,52.412204
2023201311295,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.114954,52.576666
2023201311378,1,0,1,0,2,40,0,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.067399,52.513045
2023201311405,0,0,2,0,2,40,0,1,0,0,1,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.558844,52.404003
2023201311691,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.85182,52.408733
2023201311719,0,0,5,0,2,30,0,1,0,1,1,0,Dual carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-1.713665,52.447479
2023201311818,0,0,1,1,1,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-1.737394,52.420923
2023201311856,0,0,1,1,2,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.540037,52.427333
2023201312600,1,0,2,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.879525,52.518757
2023201312679,0,0,1,0,2,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.497821,52.383973
2023201312715,0,0,1,0,3,30,0,1,0,0,0,1,Dual carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.902284,52.483205
2023201312734,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.004314,52.618273
2023201312795,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.989531,52.611278
2023201313115,1,0,2,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.081044,52.488935
2023201313118,1,0,2,0,3,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.112368,52.603988
2023201313126,0,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.05021,52.595752
2023201313158,1,0,5,0,3,30,0,1,0,0,1,1,Single carriageway,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.850196,52.515056
2023201313197,0,0,1,1,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.03054,52.608749
2023201313295,0,0,1,1,1,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.910724,52.503835
2023201313370,0,0,1,0,2,30,0,0,0,0,1,1,Dual carriageway,Daylight,Fine no high winds,Dry,Urban,-2.085134,52.471887
2023201313620,1,1,5,0,3,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.149989,52.586129
2023201313693,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.790185,52.544371
2023201313750,0,0,1,0,2,20,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.956856,52.482905
2023201314061,1,0,1,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.879273,52.443871
2023201314084,0,0,2,0,2,30,0,1,1,1,1,1,Single carriageway,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,-1.932791,52.630983
2023201314107,0,0,1,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.874594,52.480446
2023201314113,0,0,3,0,2,30,0,1,0,0,0,1,Roundabout,Darkness - lights lit,Fine no high winds,Dry,Urban,-1.508729,52.404579
2023201314121,0,0,1,1,1,30,1,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Rural,-1.836888,52.387821
2023201314146,0,0,2,0,2,40,0,0,1,1,0,0,Dual carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-2.106293,52.491962
2023201314152,0,0,3,0,2,30,0,1,0,0,1,0,One way street,Darkness - lights lit,Fine no high winds,Dry,Urban,-2.126363,52.577454
2023201314843,0,0,3,0,2,30,0,0,1,1,1,1,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.952804,52.499481
2023201314865,0,0,1,1,1,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.983917,52.573655
2023201314866,0,0,3,0,3,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.042812,52.533644
2023201314877,0,0,2,0,2,30,0,0,1,1,1,0,Single carriageway,Daylight,Raining no high winds,Wet or damp,Urban,-1.822103,52.403307
2023201314916,1,0,1,0,2,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.001166,52.54622
2023201314947,0,0,1,1,1,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.106053,52.526915
2023201315047,1,0,1,0,2,30,0,0,0,0,0,1,Single carriageway,Daylight,Fine no high winds,Other,Urban,-2.031118,52.611589
2023201315089,0,0,1,0,2,30,0,0,0,0,0,0,Roundabout,Daylight,Fine no high winds,Dry,Urban,-1.898199,52.556092
2023201315254,0,0,1,0,2,30,0,0,0,0,0,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.027485,52.565149
2023201315334,0,0,3,0,2,30,0,0,0,0,1,1,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.814534,52.497826
2023201315447,0,0,3,0,1,30,0,1,0,1,1,1,Single carriageway,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,-1.872537,52.488957
2023201315559,0,0,2,0,2,60,1,0,0,0,0,0,Dual carriageway,Daylight,Fine no high winds,Dry,Rural,-1.605424,52.43548
2023201315735,0,0,2,0,3,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-1.591235,52.398249
2023201315742,0,0,1,1,1,30,0,0,0,0,1,0,Single carriageway,Daylight,Fine no high winds,Dry,Urban,-2.052735,52.609028
2023201315836,0,0,1,0,1,30,0,0,1,1,0,0,One way street,Daylight,Raining no high winds,Wet or damp,Urban,-2.046509,52.447753
