cluster_id,borough,hour,share
1,Brooklyn,3,0.00023156711947331038
1,Brooklyn,4,0.0005272013287415005
1,Brooklyn,5,0.0007515569857621485
1,Brooklyn,6,0.001038204075266545
1,Brooklyn,7,0.002643288171121825
1,Brooklyn,8,0.004684082083964625
1,Brooklyn,9,0.006516401178324873
1,Brooklyn,10,0.006192308286392541
1,Brooklyn,11,0.006387450923831855
1,Brooklyn,12,0.006490879918865959
1,Brooklyn,13,0.006340995381944391
1,Brooklyn,14,0.007852236408846539
1,Brooklyn,15,0.008100501632981693
1,Brooklyn,16,0.008784707514728885
1,Brooklyn,17,0.00950097107354511
1,Brooklyn,18,0.010205466885376714
1,Brooklyn,19,0.00845673183620626
1,Brooklyn,20,0.007453617094654547
1,Brooklyn,21,0.006089664076918481
1,Brooklyn,22,0.004915694043050055
1,Brooklyn,23,0.003837432024160225
1,EWR,0,0.0
1,EWR,1,0.0
1,EWR,2,0.0
1,EWR,3,0.0
1,EWR,4,0.0
1,EWR,5,0.0
1,EWR,6,0.0
1,EWR,7,0.0
1,EWR,8,0.0
1,EWR,9,0.0
1,EWR,10,2.6602819898909278e-05
1,EWR,11,0.0
1,EWR,12,1.0164395367051604e-20
1,EWR,13,0.0
1,EWR,14,0.0
1,EWR,15,0.0
1,EWR,16,0.0
1,EWR,17,0.0
1,EWR,18,2.2960003673600578e-05
1,EWR,19,0.0
1,EWR,20,0.0
1,EWR,21,0.0
1,EWR,22,0.0
1,EWR,23,0.0
1,Manhattan,0,0.003506011073212243
1,Manhattan,1,0.002282656274932315
1,Manhattan,2,0.0010109760389898918
1,Manhattan,3,0.0005286093379945308
1,Manhattan,4,0.0008245770405127809
1,Manhattan,5,0.002649031127286918
1,Manhattan,6,0.012809037292582324
1,Manhattan,7,0.036806567611476895
1,Manhattan,8,0.04104049556746161
1,Manhattan,9,0.04055513415433687
1,Manhattan,10,0.03861639961136548
1,Manhattan,11,0.03504788322132088
1,Manhattan,12,0.0341963112097717
1,Manhattan,13,0.03440270563749039
1,Manhattan,14,0.03906094957583609
1,Manhattan,15,0.046870026883303974
1,Manhattan,16,0.04883456965955766
1,Manhattan,17,0.052090574530840074
1,Manhattan,18,0.046533623789587246
1,Manhattan,19,0.03507490072080871
1,Manhattan,20,0.023354993634640494
1,Manhattan,21,0.015653532077906717
1,Manhattan,22,0.011299260734897287
1,Manhattan,23,0.0077315942067061275
1,Queens,0,0.0054833932463951105
1,Queens,1,0.0027701054786567264
1,Queens,2,0.001982519019075885
1,Queens,3,0.0019381205566351015
1,Queens,4,0.0018352756463932737
1,Queens,5,0.001162576526950822
1,Queens,6,0.0026671369432044677
1,Queens,7,0.0073423718627030855
1,Queens,8,0.010796041550189213
1,Queens,9,0.01150113335753651
1,Queens,10,0.011082939942782616
1,Queens,11,0.012380067263407405
1,Queens,12,0.012107285971457025
1,Queens,13,0.013616896519944416
1,Queens,14,0.014528339996893352
1,Queens,15,0.016308093924082976
1,Queens,16,0.019661195711662884
1,Queens,17,0.02215100373139654
1,Queens,18,0.022636825260529618
1,Queens,19,0.01755485485962598
1,Queens,20,0.012982225890053881
1,Queens,21,0.009315623630922941
1,Queens,22,0.009731580996303406
1,Queens,23,0.0077398680166013145
1,Staten Island,0,2.3503972171296944e-05
1,Staten Island,1,0.0
1,Staten Island,2,0.0
1,Staten Island,3,2.6602819898909278e-05
1,Staten Island,4,0.0
1,Staten Island,5,0.0
1,Staten Island,6,0.0
1,Staten Island,7,0.0
1,Staten Island,8,0.0
1,Staten Island,9,0.0
1,Staten Island,10,0.0
1,Staten Island,11,0.0
1,Staten Island,12,0.0
1,Staten Island,13,0.0
1,Staten Island,14,0.0
1,Staten Island,15,2.2621875353466794e-05
1,Staten Island,16,2.4001536098310285e-05
1,Staten Island,17,2.343457067866516e-05
1,Staten Island,18,0.0
1,Staten Island,19,0.0
1,Staten Island,20,0.0
1,Staten Island,21,0.0
1,Staten Island,22,0.0
1,Staten Island,23,0.0
1,Unknown,0,5.218087139646668e-05
1,Unknown,1,0.00011303003916713723
1,Unknown,2,2.1401819154628136e-05
1,Unknown,3,0.0
1,Unknown,4,4.728804305747721e-05
1,Unknown,5,1.0164395367051604e-20
1,Unknown,6,2.3434570678665137e-05
1,Unknown,7,4.520227077586845e-05
1,Unknown,8,4.467603597723206e-05
1,Unknown,9,0.00021459910755319681
1,Unknown,10,9.585739464341406e-05
1,Unknown,11,0.00014220692352678058
1,Unknown,12,9.688962778670728e-05
1,Unknown,13,0.00016864997608016815
1,Unknown,14,0.00014586951480323088
1,Unknown,15,0.00013964128315910478
1,Unknown,16,9.21121427542075e-05
1,Unknown,17,0.00011590222635209216
1,Unknown,18,4.6064830271876965e-05
1,Unknown,19,9.19432334415371e-05
1,Unknown,20,0.0002375538808919482
1,Unknown,21,4.4905791325925086e-05
1,Unknown,22,7.120975758200039e-05
1,Unknown,23,4.49057913259251e-05
2,Bronx,0,0.000533002118109563
2,Bronx,1,0.00019619383951343929
2,Bronx,2,0.00019619383951343926
2,Bronx,3,0.00023775558725630053
2,Bronx,4,0.001163145384392742
2,Bronx,5,0.00019619383951343929
2,Bronx,6,0.00019619383951343929
2,Bronx,7,0.00043394942676973976
2,Bronx,8,0.0010244424884762648
2,Bronx,9,0.00043394942676973987
2,Bronx,10,0.00019619383951343923
2,Bronx,11,0.0007291959576230024
2,Bronx,12,0.00043394942676973987
2,Bronx,13,0.0004914403703667018
2,Bronx,14,0.00039238767902687857
2,Bronx,15,0.00023775558725630053
2,Bronx,16,0.00019619383951343929
2,Bronx,17,0.00023775558725630053
2,Bronx,18,0.00019619383951343929
2,Bronx,19,0.00023775558725630053
2,Bronx,20,0.0003923876790268785
2,Bronx,21,0.0004914403703667017
2,Bronx,22,0.00023775558725630053
2,Bronx,23,0.0004339494267697398
2,Brooklyn,0,0.007650577320382492
2,Brooklyn,1,0.008003314794832718
2,Brooklyn,2,0.006406219983670235
2,Brooklyn,3,0.0042761230543981905
2,Brooklyn,4,0.0028592928868950472
2,Brooklyn,5,0.00047551117451260106
2,Brooklyn,6,0.0007291959576230024
2,Brooklyn,7,0.0011631453843927422
2,Brooklyn,8,0.0017357977070789595
2,Brooklyn,9,0.0033488217140955423
2,Brooklyn,10,0.00406400001903065
2,Brooklyn,11,0.007620976041957694
2,Brooklyn,12,0.00819759709117995
2,Brooklyn,13,0.011360273891913906
2,Brooklyn,14,0.013097983142159073
2,Brooklyn,15,0.01302456300270801
2,Brooklyn,16,0.013630985260268636
2,Brooklyn,17,0.01808149268862392
2,Brooklyn,18,0.016880754283024352
2,Brooklyn,19,0.010868833521547204
2,Brooklyn,20,0.00852661355690762
2,Brooklyn,21,0.009450091810877855
2,Brooklyn,22,0.006468025223920431
2,Brooklyn,23,0.0023659409733621387
2,EWR,0,0.0
2,EWR,1,0.0
2,EWR,2,0.0
2,EWR,3,0.0
2,EWR,4,0.0
2,EWR,5,0.0
2,EWR,6,0.0
2,EWR,7,0.0
2,EWR,8,0.0
2,EWR,9,0.0
2,EWR,10,3.3881317890172014e-21
2,EWR,11,0.0
2,EWR,12,0.00023775558725630053
2,EWR,13,0.0
2,EWR,14,0.0
2,EWR,15,0.0
2,EWR,16,0.0
2,EWR,17,0.0
2,EWR,18,0.0
2,EWR,19,0.0
2,EWR,20,0.0
2,EWR,21,0.0
2,EWR,22,0.0
2,EWR,23,0.0
2,Manhattan,0,0.009838510763368695
2,Manhattan,1,0.0028592928868950472
2,Manhattan,2,0.0020885351815291835
2,Manhattan,3,0.0020073232292096683
2,Manhattan,4,0.001123495179816088
2,Manhattan,5,0.0009669515448793029
2,Manhattan,6,0.004549560119695107
2,Manhattan,7,0.009666037932577809
2,Manhattan,8,0.011762364926975445
2,Manhattan,9,0.01772493212784128
2,Manhattan,10,0.023165766539681228
2,Manhattan,11,0.027370380997794562
2,Manhattan,12,0.024927688008969766
2,Manhattan,13,0.03584955253725708
2,Manhattan,14,0.03253846948457198
2,Manhattan,15,0.03785878730963295
2,Manhattan,16,0.038074879071536526
2,Manhattan,17,0.03314645771518162
2,Manhattan,18,0.0390534455156167
2,Manhattan,19,0.03233639537535629
2,Manhattan,20,0.029893211176210677
2,Manhattan,21,0.019363243116629427
2,Manhattan,22,0.012053788371496295
2,Manhattan,23,0.010989695678443375
2,Queens,0,0.029239346901204943
2,Queens,1,0.0272514303840646
2,Queens,2,0.02091828496972823
2,Queens,3,0.01528091114825765
2,Queens,4,0.010507467453790513
2,Queens,5,0.004400808297626775
2,Queens,6,0.0050053190120211925
2,Queens,7,0.003027942631353519
2,Queens,8,0.007093854193550376
2,Queens,9,0.00882377163092709
2,Queens,10,0.010589516186548043
2,Queens,11,0.011903470576378949
2,Queens,12,0.01271770157265388
2,Queens,13,0.012616246127827031
2,Queens,14,0.01539672981588959
2,Queens,15,0.017792126427472903
2,Queens,16,0.017439388953022678
2,Queens,17,0.020972789607430792
2,Queens,18,0.023837817123824462
2,Queens,19,0.020384208088890476
2,Queens,20,0.01655987520028233
2,Queens,21,0.012295367045085008
2,Queens,22,0.011613958675024308
2,Queens,23,0.010317990664417334
2,Staten Island,0,3.3881317890172014e-21
2,Staten Island,1,0.0
2,Staten Island,2,0.0
2,Staten Island,3,3.3881317890172014e-21
2,Staten Island,4,0.0
2,Staten Island,5,0.0
2,Staten Island,6,0.0
2,Staten Island,7,0.0
2,Staten Island,8,0.0
2,Staten Island,9,0.0
2,Staten Island,10,0.0
2,Staten Island,11,0.0
2,Staten Island,12,0.0
2,Staten Island,13,0.0
2,Staten Island,14,0.0
2,Staten Island,15,0.0
2,Staten Island,16,0.0
2,Staten Island,17,0.0
2,Staten Island,18,0.0
2,Staten Island,19,0.0
2,Staten Island,20,0.0
2,Staten Island,21,0.0
2,Staten Island,22,0.0
2,Staten Island,23,0.0
2,Unknown,0,0.0
2,Unknown,1,0.0
2,Unknown,2,0.0002952465308532625
2,Unknown,3,0.00047551117451260106
2,Unknown,4,0.00019619383951343926
2,Unknown,5,0.00023775558725630053
2,Unknown,6,0.00019619383951343923
2,Unknown,7,0.0
2,Unknown,8,0.00019619383951343929
2,Unknown,9,0.0004914403703667018
2,Unknown,10,0.00019619383951343926
2,Unknown,11,0.0
2,Unknown,12,0.00023775558725630053
2,Unknown,13,0.00039238767902687857
2,Unknown,14,0.0
2,Unknown,15,0.00019619383951343929
2,Unknown,16,0.0
2,Unknown,17,0.0007291959576230024
2,Unknown,18,0.0
2,Unknown,19,0.00019619383951343926
2,Unknown,20,0.00019619383951343926
2,Unknown,21,0.0
2,Unknown,22,0.000533002118109563
2,Unknown,23,6.776263578034403e-21
3,Bronx,0,0.00036663758730797835
3,Bronx,1,0.0006302821345908292
3,Bronx,2,2.710505431213761e-20
3,Bronx,3,0.0006963921570083774
3,Bronx,4,0.00047041098277847393
3,Bronx,5,0.0006008105545188278
3,Bronx,6,0.00030264076036823557
3,Bronx,7,5.421010862427522e-20
3,Bronx,8,0.0008865288593535976
3,Bronx,9,0.0007598846809581488
3,Bronx,10,0.0008689881481629774
3,Bronx,11,0.0013261187865760337
3,Bronx,12,0.0006589634967975439
3,Bronx,13,0.0009057992232069826
3,Bronx,14,0.000665636236508166
3,Bronx,15,0.0009011423617585823
3,Bronx,16,0.0004116234673981336
3,Bronx,17,0.0005457204229424432
3,Bronx,18,0.0005471187160378364
3,Bronx,19,0.000521403199801066
3,Bronx,20,0.0005251005836050218
3,Bronx,21,0.00023557126030624264
3,Bronx,22,0.00042703399517615253
3,Bronx,23,0.000310035527976147
3,Brooklyn,0,0.006810825216769675
3,Brooklyn,1,0.008391655322917618
3,Brooklyn,2,0.00819732307079589
3,Brooklyn,3,0.0068276010502709514
3,Brooklyn,4,0.003520592509661742
3,Brooklyn,5,0.0006568984484407688
3,Brooklyn,6,0.0006788029462135299
3,Brooklyn,7,0.0016896701202223337
3,Brooklyn,8,0.0025652075110159612
3,Brooklyn,9,0.00486118309418471
3,Brooklyn,10,0.005596665692105819
3,Brooklyn,11,0.0072566201514823545
3,Brooklyn,12,0.01069936699853154
3,Brooklyn,13,0.010760560784255944
3,Brooklyn,14,0.01203609268787898
3,Brooklyn,15,0.011143744091790095
3,Brooklyn,16,0.013985469190672808
3,Brooklyn,17,0.012819356180154551
3,Brooklyn,18,0.014040913737816647
3,Brooklyn,19,0.011494615367578868
3,Brooklyn,20,0.00902745875627858
3,Brooklyn,21,0.008661764011163448
3,Brooklyn,22,0.006872981393045656
3,Brooklyn,23,0.005242711532031474
3,EWR,0,0.0
3,EWR,1,0.0
3,EWR,2,0.0
3,EWR,3,0.0
3,EWR,4,0.0
3,EWR,5,0.0
3,EWR,6,0.0
3,EWR,7,0.0
3,EWR,8,0.0
3,EWR,9,0.0
3,EWR,10,0.0
3,EWR,11,0.0
3,EWR,12,0.0
3,EWR,13,0.0
3,EWR,14,0.0
3,EWR,15,0.0
3,EWR,16,0.0
3,EWR,17,0.0
3,EWR,18,0.0
3,EWR,19,0.0
3,EWR,20,0.0
3,EWR,21,0.0
3,EWR,22,0.0
3,EWR,23,0.0
3,Manhattan,0,0.00736840621773472
3,Manhattan,1,0.005459193620641317
3,Manhattan,2,0.0026463472553015285
3,Manhattan,3,0.0014085431892969411
3,Manhattan,4,0.0016973477477933894
3,Manhattan,5,0.0012575302332437169
3,Manhattan,6,0.004162120056006256
3,Manhattan,7,0.012213423803348056
3,Manhattan,8,0.015773037662518377
3,Manhattan,9,0.022846635545248146
3,Manhattan,10,0.027163102852113635
3,Manhattan,11,0.033703450261311094
3,Manhattan,12,0.0316218242371336
3,Manhattan,13,0.03524713460168741
3,Manhattan,14,0.04099495207941663
3,Manhattan,15,0.04464714653426975
3,Manhattan,16,0.03972425024982629
3,Manhattan,17,0.03760956399322812
3,Manhattan,18,0.036040949758574546
3,Manhattan,19,0.03407614875322102
3,Manhattan,20,0.024246349908284566
3,Manhattan,21,0.0206198906632142
3,Manhattan,22,0.014489327532445426
3,Manhattan,23,0.012637088684899383
3,Queens,0,0.012818066638621138
3,Queens,1,0.010319666439282265
3,Queens,2,0.008416304852364765
3,Queens,3,0.008409998038803117
3,Queens,4,0.004517913080317516
3,Queens,5,0.0032716442582648242
3,Queens,6,0.004019718478033326
3,Queens,7,0.005598984155171021
3,Queens,8,0.00702138495736045
3,Queens,9,0.01058342196055525
3,Queens,10,0.009930300872716027
3,Queens,11,0.012863983256067416
3,Queens,12,0.014023516459023992
3,Queens,13,0.01609252082184417
3,Queens,14,0.019155833590415047
3,Queens,15,0.019721410274227167
3,Queens,16,0.018400027099170855
3,Queens,17,0.01985289555031399
3,Queens,18,0.016466511768194643
3,Queens,19,0.018706155058660526
3,Queens,20,0.013327032600136138
3,Queens,21,0.013127578042543702
3,Queens,22,0.011398887848023525
3,Queens,23,0.01403482750032174
3,Staten Island,0,0.0
3,Staten Island,1,0.0
3,Staten Island,2,0.0
3,Staten Island,3,0.0
3,Staten Island,4,0.0
3,Staten Island,5,0.0
3,Staten Island,6,0.0
3,Staten Island,7,0.0
3,Staten Island,8,0.0
3,Staten Island,9,0.0
3,Staten Island,10,0.0
3,Staten Island,11,0.0
3,Staten Island,12,0.0
3,Staten Island,13,0.0
3,Staten Island,14,0.0
3,Staten Island,15,0.0
3,Staten Island,16,3.3881317890172014e-21
3,Staten Island,17,3.3881317890172014e-21
3,Staten Island,18,0.0
3,Staten Island,19,0.0
3,Staten Island,20,0.0
3,Staten Island,21,0.0
3,Staten Island,22,0.0
3,Staten Island,23,0.0
3,Unknown,0,0.0004616731947110769
3,Unknown,1,0.00011778563015312132
3,Unknown,2,0.0
3,Unknown,3,0.00011638733705772815
3,Unknown,4,0.0
3,Unknown,5,0.0
3,Unknown,6,0.00010237510237510237
3,Unknown,7,0.00019735543714229325
3,Unknown,8,0.0
3,Unknown,9,2.710505431213761e-20
3,Unknown,10,0.00020105282094624898
3,Unknown,11,0.0
3,Unknown,12,0.00010528532322594229
3,Unknown,13,9.867771857114663e-05
3,Unknown,14,2.710505431213761e-20
3,Unknown,15,0.00021876243943283051
3,Unknown,16,0.0
3,Unknown,17,0.00025025025025025025
3,Unknown,18,0.0001251251251251251
3,Unknown,19,0.000312945748826987
3,Unknown,20,9.867771857114663e-05
3,Unknown,21,0.00024291075527824646
3,Unknown,22,9.867771857114663e-05
3,Unknown,23,0.0001177856301531213
